wid,label,genres,materials,image,year,year_bin,years,image_path,genres_encoded,materials_encoded,years_encoded
Q64815326,ceramic sculptures at Invalidovna metro station,public art,ceramic,https://upload.wikimedia.org/wikipedia/commons/f/f0/S%C3%ADdli%C5%A1t%C4%9B_Invalidovna%2C_plastiky_u_obchodn%C3%ADho_centra.jpg,1964,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q64815326_0.png,8,2,10
Q64815333,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/1/10/Haragsimov%C3%A1_Eleonora-Prol%C3%A9za%C4%8Dka_Ryba%2C_Invalidovna_%2802%29.jpg,1965,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q64815333_0.png,8,6,10
Q64815588,,public art,Other,https://upload.wikimedia.org/wikipedia/commons/2/23/Praha_Pankrac_socha_Matka.jpg,1970,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q64815588_0.png,8,0,10
Q64815713,,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f2/Kovov%C3%A1_plastika_%C5%BDeny_ve_dvo%C5%99e_nemocnice_Bubene%C4%8D_%28Q64815713%29_01.jpg,1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q64815713_0.png,8,1,11
Q64815735,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d2/Kovova_plastika_Kridla-1987-Jiri_Novak-09-2020-praha.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q64815735_0.png,8,4,11
Q64815744,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/a3/Rezavy_kvet-Cestmir_Suska-2012-13--07-2020-praha.jpg,2013,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q64815744_0.png,8,4,12
Q64815745,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/54/Obr_velryba_a_zaba-Cestimr_Suska-1986-07-2020-praha.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q64815745_0.png,8,6,11
Q64815780,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/3/39/Zoubek_Olbram-Objekt_s_figur%C3%A1ln%C3%ADmi_reli%C3%A9fy_pro_V%C5%A0_koleje%2C_Libe%C5%88_%2805%29.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q64815780_0.png,8,4,11
Q64816088,Monument to Otto Wichterle,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/2/2a/Pet%C5%99iny%2C_pomn%C3%ADk_Ottovi_Wichterlemu.jpg,2006,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q64816088_0.png,8,1,12
Q64836045,ark,public art,metal,https://upload.wikimedia.org/wikipedia/commons/9/9d/Eisenplastik_Arche_%28Pierre_%28Peter%29_Siebold_1968%29_06.jpg,1968,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q64836045_0.png,8,4,10
Q64942726,Peace,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/d/db/Chromstahlplastiken_Peace_%28Willy_Weber_1972%29_05.jpg,1972,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q64942726_0.png,1,4,10
Q65115286,Grand Gisant,abstract art,bronze,"[https://upload.wikimedia.org/wikipedia/commons/4/4b/Bronzeplastik_Grand_Gisant_%28Alicia_Penalba_1978%29_05.jpg, https://upload.wikimedia.org/wikipedia/commons/a/a8/Bronzeplastik_Grand_Gisant_%28Alicia_Penalba_1978%29_07.jpg]",1978,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q65115286_0.jpg,1,1,10
Q65143243,Trifot,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/61/Czech_Photo_Centre_%285%29.jpg,2016,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q65143243_0.png,8,4,12
Q65190271,Grand Refuge,abstract art,bronze,"[https://upload.wikimedia.org/wikipedia/commons/0/0d/Bronzeplastik_Grand_Refuge_%28Alicia_Penalba_1977%29_01.jpg, https://upload.wikimedia.org/wikipedia/commons/7/7d/Bronzeplastik_Grand_Refuge_%28Alicia_Penalba_1977%29_06.jpg]",1977,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q65190271_0.jpg,1,1,10
Q65350021,Canrac,abstract art,metal,"[https://upload.wikimedia.org/wikipedia/commons/8/89/Stahlplastik_Canrac_%28Oscar_Wiggli_1996%29_07.jpg, https://upload.wikimedia.org/wikipedia/commons/a/a2/Stahlplastik_Canrac_%28Oscar_Wiggli_1996%29_05.jpg]",1996,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q65350021_0.jpg,1,4,11
Q65635097,unicorn,animal sculpture,stone,https://upload.wikimedia.org/wikipedia/commons/1/14/Eichenholzskulptur_Einhorn_%28Erich_M%C3%BCller-Santis_1954%29_02.jpg,1954,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q65635097_0.png,2,6,9
Q66051027,maternity,Other,stone,"[https://upload.wikimedia.org/wikipedia/commons/7/7b/Kalksteinskulptur_Mutterschaft_%28Marcel_Perincioli_1948%29_13.jpg, https://upload.wikimedia.org/wikipedia/commons/a/a4/Kalksteinskulptur_Mutterschaft_%28Marcel_Perincioli_1948%29_10.jpg]",1948,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q66051027_0.png,0,6,9
Q66085366,Mother and Child,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/c/ca/St._James%27s_Square%2C_Mother_%26_Child_by_Rebecca_Hawkins.jpg,2018,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q66085366_0.png,0,1,12
Q66372544,the four elements,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/d/d5/Bronzeplastik_Die_vier_Elemente_%28Marcel_Perincioli_1967%29_02.jpg,1967,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q66372544_0.png,8,1,10
Q66588103,cow,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/4/40/Eisenplastik_Kuh_%28Bernhard_Luginb%C3%BChl_1958%29_03.jpg,1958,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q66588103_0.png,1,4,9
Q66716594,wings,abstract art,Other,"[https://upload.wikimedia.org/wikipedia/commons/e/e5/Polyesterinstallation_Fl%C3%BCgel_%28Walter_Kretz_1982%29_14.jpg, https://upload.wikimedia.org/wikipedia/commons/2/24/Polyesterinstallation_Fl%C3%BCgel_%28Walter_Kretz_1982%29_11.jpg]",1982,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q66716594_0.png,1,0,11
Q66734826,Faced with,public art,metal,https://upload.wikimedia.org/wikipedia/commons/8/8c/Wuppertal_Buchenhofen_0019.jpg,2009,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q66734826_0.png,8,4,12
Q66736114,Wind-Water-Sail,public art,metal,https://upload.wikimedia.org/wikipedia/commons/4/4a/Wind-Wasser-Segel_8447.jpg,1967,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q66736114_0.png,8,4,10
Q66777865,Gegenseitigkeit,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/7d/Direktionsgeb%C3%A4ude.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q66777865_0.png,8,1,11
Q66818308,Momo,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/9/96/Sculpture_Momo_Ulrike_Enders_Michael-Ende-Platz_Hanover_Germany.jpg,2007,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q66818308_0.png,8,1,12
Q69364836,L'Amphion,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/1/12/UCV_2015-040a_Henri_Laurens_1953%2C_Amphion.JPG,1953,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q69364836_0.png,8,1,9
Q71338231,Animato,public art,Other,https://upload.wikimedia.org/wikipedia/commons/2/25/Eisenblechplastik_Animato_%28Housi_Knecht_1995%29_02.jpg,1995,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q71338231_0.png,8,0,11
Q71673068,Wanderung eines Caspar David,public art,metal,https://upload.wikimedia.org/wikipedia/commons/8/8b/20180725Wanderung_eines_Caspar_David2.jpg,1986,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q71673068_0.png,8,4,11
Q73599572,Dynamický růst,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/a7/Chodovec%2C_Klap%C3%A1lkova%2C_plastika_mezi_%C4%8Do._16_a_18.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q73599572_0.png,8,6,11
Q75740009,The Bestowal of the Chasuble on Saint Ildefonso,Other,wood,https://upload.wikimedia.org/wikipedia/commons/a/af/El_Greco%2C_The_Bestowal_of_the_Chasuble_on_Saint_Ildefonso.jpg,1586,4,1500-1599,/home3/jqwx33/SculptureMTL/selected_images/Q75740009_0.png,0,8,3
Q78219450,Reference and orientation sculpture Falkenhagener Feld,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/6e/Hinweis-_und_Orientierungsplastik_Falkenhagener_Feld6.jpg,1967,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q78219450_0.png,8,4,10
Q81276893,Sitting male with dove,public art,stone,https://upload.wikimedia.org/wikipedia/commons/f/f0/Sitzender_mit_Taube_Rudolf_Virchow_Krankenhaus_Glauchau.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q81276893_0.png,8,6,12
Q81317375,Double bind,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/55/Ratgeb_Hartlieb-2015-04-25_012.jpg,2014,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q81317375_0.png,8,6,12
Q81408055,Wooden Psyche,public art,wood,https://upload.wikimedia.org/wikipedia/commons/9/9c/Ingrid_Hartlieb%2C_h%C3%B6lzerne_Psyche_bei_dem_Museums_Radweg%2C_W%C3%BCrm.Rad.Weg_-_Heckeng%C3%A4u_Natur_Nah%2C_Skulpturenweg%2C_Sculptoura%2C_Kunst_in_der_Natur_-_panoramio.jpg,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q81408055_0.png,8,8,11
Q81619217,Singer monument,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/ad/Finsterwalde%2C_S%C3%A4ngerdenkmal.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q81619217_0.png,8,1,12
Q81746374,Plantoir,public art,Other,https://upload.wikimedia.org/wikipedia/commons/5/52/Oldenburg_Plantoir_2001.jpg,2001,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q81746374_0.png,8,0,12
Q85306384,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/7/74/Teken_in_2019_%282%29.jpg,1984,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q85306384_0.png,8,4,11
Q86150836,musical instrument,public art,marble,https://upload.wikimedia.org/wikipedia/commons/f/f8/Marmorskulptur_Musikinstrument_%28Bernhard_Luginb%C3%BChl_1954%29_03.jpg,1954,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q86150836_0.png,8,3,9
Q87256533,Durchdringung (Bonn),public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/db/2020-02-17-bonn-dreizehnmorgenweg-11-durchdringung-02.jpg,1991,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q87256533_0.png,8,4,11
Q87578193,Kieler Buttjer,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/3/36/Brunnenplastik_%22Kieler_Buttjer%22_von_Ursula_Hensel-Kr%C3%BCger_am_Tilsiter_Platz_%28Kiel_30.473%29.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q87578193_0.png,8,1,10
Q87648336,Step stele,public art,marble,https://upload.wikimedia.org/wikipedia/commons/0/07/Kirchheimer_Kunstweg-12-1160.jpg,2000,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q87648336_0.png,8,3,11
Q87722590,cowardice,Other,stone,https://upload.wikimedia.org/wikipedia/commons/e/ec/Sandsteinskulptur_Feigheit_%28Gustave_Piguet_1942%29_02.jpg,1942,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q87722590_0.png,0,6,9
Q87723718,Herrien elkartasuna (eskultura),public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/6f/Jaizkibel_Remigio_Mendibururen_eskultura.jpeg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q87723718_0.png,8,4,10
Q87825035,Doings and dealings,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/1/1d/Ludwigshafen_Handel_und_Wandel_Maritta_Kaltenborn.jpg,1989,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q87825035_0.png,8,1,11
Q88273423,Bronze lion,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/a3/Solingen_Bronzel%C3%B6we_2019_01.jpg,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q88273423_0.png,8,1,10
Q89128089,The Battle of Trafalgar,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/6/6a/Nelson%27s_column_-_Death_of_Nelson_at_Trafalgar.JPG,1846,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q89128089_0.png,8,1,6
Q89687016,Giving Space to Vulnerability,public art,metal,"[https://upload.wikimedia.org/wikipedia/commons/0/0b/Eisenplastik_Der_Verletzlichkeit_Raum_geben_%28Schang_Hutter_1999%29_01.jpg, https://upload.wikimedia.org/wikipedia/commons/f/f0/Eisenplastik_Der_Verletzlichkeit_Raum_geben_%28Schang_Hutter_1999%29_06.jpg]",1999,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q89687016_0.png,8,4,11
Q90395101,Häusliche Sorgen,statue,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f3/Rik_Wouters_-_H%C3%A4usliche_Sorgen.jpg,1913,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q90395101_0.png,10,1,8
Q92059717,Transfiguration,public art,metal,https://upload.wikimedia.org/wikipedia/commons/6/6b/2018-08-13-bonn-sigmund-freud-strasse-27-universitaetsklinikum-dzne-transfiguration-01.jpg,2017,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q92059717_0.png,8,4,12
Q93858327,Jaguar,animal sculpture,bronze,https://upload.wikimedia.org/wikipedia/commons/f/f2/Bronzeskulptur_Jaguar_von_Heinrich_Drake_im_Park_am_Wei%C3%9Fen_See_2020_008.jpg,1938,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q93858327_0.png,2,1,8
Q94433543,Cornerstone,public art,stone,"[https://upload.wikimedia.org/wikipedia/commons/c/c5/Kamenn%C3%A1_plastika_p%C5%99ed_%C5%A1kolou_v_Brdi%C4%8Dkov%C4%9B_ulici_v_Lu%C5%BEin%C3%A1ch_%28Q94433543%29_01.jpg, https://upload.wikimedia.org/wikipedia/commons/8/8b/Praha_Stodulky_Brdickova_plastika_2.jpg]",1988,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q94433543_0.jpg,8,6,11
Q94433595,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/50/Kamenn%C3%A1_plastika_v_atriu_mezi_obchody_v_T%C4%9B%C5%A1%C3%ADkov%C4%9B_ulici_v_Kam%C3%BDku_%28Q94433595%29_01.jpg,1987,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q94433595_0.png,8,6,11
Q94435770,ceramic sculpture at Hostivařské náměstí,public art,Other,https://upload.wikimedia.org/wikipedia/commons/8/86/Praha_Hostivar_Hostivarske_namesti_plastika_2_b.jpg,1989,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q94435770_0.png,8,0,11
Q94443197,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/7/7f/Bubene%C4%8D%2C_V%C3%BDstavi%C5%A1t%C4%9B%2C_plastika_u_parkovi%C5%A1t%C4%9B_u_ulice_Za_elektr%C3%A1rnou.jpg,1980,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q94443197_0.png,8,6,10
Q94443205,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/3/3d/Overview_of_sculpture_M%C3%B6biovy_p%C3%A1sky_at_Pod_d%C3%A1lnic%C3%AD_street_in_Michle%2C_Prague.jpg,1974,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q94443205_0.png,8,6,10
Q95385260,Stargazers,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/e/e2/Prohlis-Sternengucker.jpg,1973,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q95385260_0.png,8,1,10
Q95398139,female torso,nude,bronze,"[https://upload.wikimedia.org/wikipedia/commons/5/56/Bronzeplastik_Frauentorso_%28Hermann_Hubacher_1943%29_08.JPG, https://upload.wikimedia.org/wikipedia/commons/9/94/Bronzeplastik_Frauentorso_%28Hermann_Hubacher_1943%29_02.JPG]",1943,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q95398139_0.jpg,6,1,9
Q95948179,Liefdezuster van Sint Vincent de Paul,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/0/03/Breda_kunstwerk_liefdezuster.jpg,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q95948179_0.png,8,1,11
Q96099948,"Captain Herbert D'Olier Kingstone, M.C",portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/f/fe/Francis_Derwent_Wood-Captain_Herbert_D%27Olier_Kingstone%2C_MC.jpg,1910,9,1900-1939,/home3/jqwx33/SculptureMTL/selected_images/Q96099948_0.png,7,1,8
Q96183134,Bronze Woman,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/4/44/Bronze_Woman%2C_Stockwell%2C_Lambeth_Walk_%2832984700893%29.jpg,2008,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q96183134_0.png,8,1,12
Q97398837,Stela II,public art,metal,https://upload.wikimedia.org/wikipedia/commons/4/4d/Praha_Strizkov_Stela_II_a.jpg,2019,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q97398837_0.png,8,4,12
Q98782094,Step,abstract art,marble,https://upload.wikimedia.org/wikipedia/commons/3/39/Marmorskulptur_Step_%28Beat_Kohlbrenner_1990%E2%81%841996%29_09.JPG,1990,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q98782094_0.png,1,3,11
Q98810964,Dicker Mann frisst Maus,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/53/Sculpture_Dicker_Mann_frisst_Maus_Eggers_Braunschweiger_Platz_Hanover_Germany_03.jpg,1998,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q98810964_0.png,8,6,11
Q98929967,Orpheus in de Dessa,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/ad/Denhaag_kunstwerk_orpheus_in_de_dessa.jpg,1942,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q98929967_0.png,8,6,9
Q99337107,maternity,public art,stone,https://upload.wikimedia.org/wikipedia/commons/7/7f/Steinskulptur_Maternit%C3%A9_%28Gustave_Piguet_1958%29_08.JPG,1958,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q99337107_0.png,8,6,9
Q99462855,"Bär von Elisabeth Turolt, Wien Meidling",public art,stone,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bear_by_Elisabeth_Turolt%2C_Meidling_01.jpg,1951,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q99462855_0.png,8,6,9
Q99463355,Forma 212,abstract art,stone,"[https://upload.wikimedia.org/wikipedia/commons/0/02/Forma_212.JPG, https://upload.wikimedia.org/wikipedia/commons/c/c8/Subirachs_-_Forma_212.jpg]",1957,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q99463355_0.png,1,6,9
Q99477560,bull,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/9/92/Swissherdbook_%281%29.jpg,1953,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q99477560_0.png,0,1,9
Q99482235,Tell,abstract art,metal,https://upload.wikimedia.org/wikipedia/commons/2/25/Eisenplastik_Tell_%28Bernhard_Luginb%C3%BChl_1966%29_05.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q99482235_0.png,1,4,10
Q99573566,Helix,abstract art,wood,https://upload.wikimedia.org/wikipedia/commons/7/7e/Helix_%28Uwe_Rohde_2013%29_01.jpg,2013,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q99573566_0.png,1,8,12
Q99980439,Untitled,public art,metal,https://upload.wikimedia.org/wikipedia/commons/a/ae/Auke_de_Vries_01.JPG,1994,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q99980439_0.png,8,4,11
Q100411778,#stopmetplastic,public art,Other,https://upload.wikimedia.org/wikipedia/commons/8/8d/Stopmetplastic_by_Peter_Smith%2C_2018.jpg,2018,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q100411778_0.png,8,0,12
Q100750720,Wasserbüffel und Knabe,public art,stone,https://upload.wikimedia.org/wikipedia/commons/c/cf/Wasserb%C3%BCffel_und_Knabe.JPG,1951,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q100750720_0.png,8,6,9
Q100935291,action,public art,metal,https://upload.wikimedia.org/wikipedia/commons/e/e6/Eisenplastik_Action_%28Walter_Linck_1970%29_07.JPG,1970,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q100935291_0.png,8,4,10
Q102079614,Menhir,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/7/75/Menhir_-_1991_-_Huib_Noorlander_%2851119749851%29.jpg,1991,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q102079614_0.png,8,1,11
Q102079625,Untitled ('Giraffes'),public art,metal,https://upload.wikimedia.org/wikipedia/commons/7/70/Untitled_%28%27Giraffes%27%29.jpg,1964,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102079625_0.png,8,4,10
Q102079633,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/d/d5/Rotterdam_kunstwerk_Langs_de_Maas.jpg,1998,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q102079633_0.png,8,4,11
Q102079677,The Palm Tree,public art,Other,https://upload.wikimedia.org/wikipedia/commons/c/c1/De_Palm%2C_kunstwerk_herinrichting_Heemraadsplein_Rotterdam_1997.jpg,2002,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q102079677_0.png,8,0,12
Q102079712,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/5/5c/Rotterdam_kunstwerk_moeder_en_kind_J.Hans.jpg,1965,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102079712_0.png,8,6,10
Q102079866,Untitled,abstract art,stone,https://upload.wikimedia.org/wikipedia/commons/c/c3/Rotterdam_kunstwerk_Stuyvenberg_zalmhaven.jpg,1950,10,1940-1959,/home3/jqwx33/SculptureMTL/selected_images/Q102079866_0.png,1,6,9
Q102079961,Freedom,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/b/b5/Freedom_%282000%29_-_Marian_van_Steenoven_%2850898499076%29.jpg,2000,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q102079961_0.png,8,1,11
Q102080390,,public art,stone,https://upload.wikimedia.org/wikipedia/commons/9/96/Rotterdam_kunstwerk_liggende_vrouwenfiguur.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102080390_0.png,8,6,10
Q102080464,Transfer of knowledge,public art,stone,https://upload.wikimedia.org/wikipedia/commons/4/43/Rotterdam_kunstwerk_overdracht_van_kennis.jpg,1963,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102080464_0.png,8,6,10
Q102080897,Untitled,public art,metal,https://upload.wikimedia.org/wikipedia/commons/c/ca/De_Boer_Lichtveld_01.JPG,1985,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q102080897_0.png,8,4,11
Q102080930,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/5/5c/Rotterdam_kunstwerk_dobber.jpg,1966,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102080930_0.png,8,4,10
Q102080977,Jos Brink,portrait,bronze,https://upload.wikimedia.org/wikipedia/commons/8/84/Rotterdam_kunstwerk_jos_brink.jpg,2010,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q102080977_0.png,7,1,12
Q102081358,Bird,public art,metal,https://upload.wikimedia.org/wikipedia/commons/b/be/Rotterdam_kunstwerk_vogel_Gladdines.jpg,1969,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102081358_0.png,8,4,10
Q102081494,Untitled,public art,stone,https://upload.wikimedia.org/wikipedia/commons/4/4d/Rotterdam_kunstwerk_Margot_Zandstra.jpg,1971,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102081494_0.png,8,6,10
Q102081521,,public art,metal,https://upload.wikimedia.org/wikipedia/commons/5/57/Rotterdam_kunstwerk_rietvoorns.jpg,1980,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q102081521_0.png,8,4,10
Q102439454,\Labirynt\ sculpture in Szczecin,public art,stone,https://upload.wikimedia.org/wikipedia/commons/a/ab/Fontanna_Labirynt%2C_Szczecin%2C_2019.jpg,1997,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q102439454_0.png,8,6,11
Q103548708,Peace and Freedom Monument,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/a/ab/Escultura_%C3%A1_liberdade_en_Pontevedra.jpg,1999,12,1980-1999,/home3/jqwx33/SculptureMTL/selected_images/Q103548708_0.png,8,1,11
Q105344521,Slunce,public art,stone,https://upload.wikimedia.org/wikipedia/commons/c/cc/Praha_Brevnov_Radimova_plastika.jpg,1973,11,1960-1979,/home3/jqwx33/SculptureMTL/selected_images/Q105344521_0.png,8,6,10
Q105757674,Sugarbeets,public art,bronze,https://upload.wikimedia.org/wikipedia/commons/5/57/Sprague_Library_3.JPG,2003,13,2000-2022,/home3/jqwx33/SculptureMTL/selected_images/Q105757674_0.png,8,1,12
Q106086333,Allegory of Vistula in Łazienki,mythological sculpture,stone,https://upload.wikimedia.org/wikipedia/commons/4/45/Lazienki_terrace_sculpture.jpg,1855,8,1850-1899,/home3/jqwx33/SculptureMTL/selected_images/Q106086333_0.png,5,6,7
Q106363367,,statue,marble,https://upload.wikimedia.org/wikipedia/commons/5/53/Foucou_-_La_Bacchante_au_petit_faune_-_J_219_-_Mus%C3%A9e_Cognacq-Jay_02.jpg,1777,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q106363367_0.png,10,3,5
Q106363372,,statue,marble,https://upload.wikimedia.org/wikipedia/commons/b/b9/Anonyme_-_Faune_Borgh%C3%A8se_-_J_200_-_Mus%C3%A9e_Cognacq-Jay.jpg,1701,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q106363372_0.png,10,3,5
Q106363419,,statue,terracotta,https://upload.wikimedia.org/wikipedia/commons/5/5f/Julien_-_Les_Trois_Gr%C3%A2ces_-_J_225_-_Mus%C3%A9e_Cognacq-Jay.jpg,1785,6,1700-1799,/home3/jqwx33/SculptureMTL/selected_images/Q106363419_0.png,10,7,5
Q106372799,,Other,bronze,https://upload.wikimedia.org/wikipedia/commons/9/91/Dev%C3%A9ria_-_Portrait_de_J.P._Beaude_-_2013.10.1_-_Mus%C3%A9e_de_la_Vie_romantique.jpg,1829,7,1800-1849,/home3/jqwx33/SculptureMTL/selected_images/Q106372799_0.png,0,1,6
